"iter","env1_muon - EMA/Loss","env1_muon - EMA/Loss__MIN","env1_muon - EMA/Loss__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - EMA/Loss","env1_lion - EMA/Loss__MIN","env1_lion - EMA/Loss__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - EMA/Loss","env1_adam - EMA/Loss__MIN","env1_adam - EMA/Loss__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - EMA/Loss"," env1_sgd - EMA/Loss__MIN"," env1_sgd - EMA/Loss__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - EMA/Loss","env1_adamw - EMA/Loss__MIN","env1_adamw - EMA/Loss__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"5220","1.0277875375665606","1.0277875375665606","1.0277875375665606","153","153","153","1.0481244153272202","1.0481244153272202","1.0481244153272202","153","153","153","1.0221989274665215","1.0221989274665215","1.0221989274665215","153","153","153","1.572095607757162","1.572095607757162","1.572095607757162","153","153","153","1.0198986376603496","1.0198986376603496","1.0198986376603496","5215","5215","5215"
"5225","1.0262613325919803","1.0262613325919803","1.0262613325919803","154","154","154","1.0426321618641143","1.0426321618641143","1.0426321618641143","154","154","154","1.020937378896015","1.020937378896015","1.020937378896015","154","154","154","1.5657815584225736","1.5657815584225736","1.5657815584225736","154","154","154","1.019499925800107","1.019499925800107","1.019499925800107","5220","5220","5220"
"5230","1.0265106365118528","1.0265106365118528","1.0265106365118528","155","155","155","1.0428005725650493","1.0428005725650493","1.0428005725650493","155","155","155","1.0203210500621838","1.0203210500621838","1.0203210500621838","155","155","155","1.5610954956824572","1.5610954956824572","1.5610954956824572","155","155","155","1.0210176299296017","1.0210176299296017","1.0210176299296017","5225","5225","5225"
"5235","1.0167686267920921","1.0167686267920921","1.0167686267920921","156","156","156","1.0321567808580963","1.0321567808580963","1.0321567808580963","156","156","156","1.0116614349566877","1.0116614349566877","1.0116614349566877","156","156","156","1.5598258342229512","1.5598258342229512","1.5598258342229512","156","156","156","","","","","",""
"5240","1.0067021693861227","1.0067021693861227","1.0067021693861227","157","157","157","1.0247930272737704","1.0247930272737704","1.0247930272737704","157","157","157","1.002946515460851","1.002946515460851","1.002946515460851","157","157","157","1.5705648832663264","1.5705648832663264","1.5705648832663264","157","157","157","1.0173279311537944","1.0173279311537944","1.0173279311537944","5235","5235","5235"
"5245","1.0123019684502745","1.0123019684502745","1.0123019684502745","158","158","158","1.0293863117592392","1.0293863117592392","1.0293863117592392","158","158","158","1.0076233357904545","1.0076233357904545","1.0076233357904545","158","158","158","1.5634159366095086","1.5634159366095086","1.5634159366095086","158","158","158","1.0150141625261104","1.0150141625261104","1.0150141625261104","5240","5240","5240"
"5250","1.0263202637215405","1.0263202637215405","1.0263202637215405","159","159","159","1.0409776896705325","1.0409776896705325","1.0409776896705325","159","159","159","1.0211097820543236","1.0211097820543236","1.0211097820543236","159","159","159","1.5679017923417764","1.5679017923417764","1.5679017923417764","159","159","159","1.014688554703212","1.014688554703212","1.014688554703212","5245","5245","5245"
"5255","1.0050806816036069","1.0050806816036069","1.0050806816036069","160","160","160","1.0197894550360527","1.0197894550360527","1.0197894550360527","160","160","160","1.0012024525465661","1.0012024525465661","1.0012024525465661","160","160","160","1.5575592169178791","1.5575592169178791","1.5575592169178791","160","160","160","0.9994993764446539","0.9994993764446539","0.9994993764446539","5250","5250","5250"
"5260","1.0139598525748892","1.0139598525748892","1.0139598525748892","161","161","161","1.0271300327230621","1.0271300327230621","1.0271300327230621","161","161","161","1.009898537791136","1.009898537791136","1.009898537791136","161","161","161","1.5613376744685419","1.5613376744685419","1.5613376744685419","161","161","161","1.0101948922441915","1.0101948922441915","1.0101948922441915","5255","5255","5255"
"5265","1.026509346965721","1.026509346965721","1.026509346965721","162","162","162","1.0401678022529879","1.0401678022529879","1.0401678022529879","162","162","162","1.0232779082651025","1.0232779082651025","1.0232779082651025","162","162","162","1.5764468523666562","1.5764468523666562","1.5764468523666562","162","162","162","1.0172075279265218","1.0172075279265218","1.0172075279265218","5260","5260","5260"
"5270","1.0349512874166198","1.0349512874166198","1.0349512874166198","163","163","163","1.0471858374230945","1.0471858374230945","1.0471858374230945","163","163","163","1.030187615856392","1.030187615856392","1.030187615856392","163","163","163","1.5802445787216628","1.5802445787216628","1.5802445787216628","163","163","163","1.0288322353174315","1.0288322353174315","1.0288322353174315","5265","5265","5265"
"5275","1.0514680940348868","1.0514680940348868","1.0514680940348868","164","164","164","1.0622969332307834","1.0622969332307834","1.0622969332307834","164","164","164","1.046924227047295","1.046924227047295","1.046924227047295","164","164","164","1.5974419512148919","1.5974419512148919","1.5974419512148919","164","164","164","1.0251152061418676","1.0251152061418676","1.0251152061418676","5270","5270","5270"
"5280","1.0352569384410208","1.0352569384410208","1.0352569384410208","165","165","165","1.0461995232476105","1.0461995232476105","1.0461995232476105","165","165","165","1.0301925533391671","1.0301925533391671","1.0301925533391671","165","165","165","1.5879509460455867","1.5879509460455867","1.5879509460455867","165","165","165","1.0178177031540572","1.0178177031540572","1.0178177031540572","5275","5275","5275"
"5285","1.0259930698669038","1.0259930698669038","1.0259930698669038","166","166","166","1.0363204186620472","1.0363204186620472","1.0363204186620472","166","166","166","1.021637845477617","1.021637845477617","1.021637845477617","166","166","166","1.5700396260848044","1.5700396260848044","1.5700396260848044","166","166","166","1.011319250486611","1.011319250486611","1.011319250486611","5280","5280","5280"
"5290","1.027191415770044","1.027191415770044","1.027191415770044","167","167","167","1.0357750302797903","1.0357750302797903","1.0357750302797903","167","167","167","1.0234302290292763","1.0234302290292763","1.0234302290292763","167","167","167","1.5721342599335253","1.5721342599335253","1.5721342599335253","167","167","167","1.0208878744041652","1.0208878744041652","1.0208878744041652","5285","5285","5285"
"5295","1.031150913410187","1.031150913410187","1.031150913410187","168","168","168","1.0394597511669008","1.0394597511669008","1.0394597511669008","168","168","168","1.0286961769929643","1.0286961769929643","1.0286961769929643","168","168","168","1.5658542116292267","1.5658542116292267","1.5658542116292267","168","168","168","1.0153709063658511","1.0153709063658511","1.0153709063658511","5290","5290","5290"
"5300","1.0278654258301625","1.0278654258301625","1.0278654258301625","169","169","169","1.0346650410574858","1.0346650410574858","1.0346650410574858","169","169","169","1.0244816385909057","1.0244816385909057","1.0244816385909057","169","169","169","1.5745510629952548","1.5745510629952548","1.5745510629952548","169","169","169","1.0161589644613973","1.0161589644613973","1.0161589644613973","5295","5295","5295"
"5350","0.652542468457025","0.652542468457025","0.652542468457025","170","170","170","0.6535771929914487","0.6535771929914487","0.6535771929914487","170","170","170","0.6492651167932513","0.6492651167932513","0.6492651167932513","170","170","170","0.9698651595139358","0.9698651595139358","0.9698651595139358","170","170","170","1.012166163559332","1.012166163559332","1.012166163559332","5300","5300","5300"
"5400","0.644094020272383","0.644094020272383","0.644094020272383","171","171","171","0.6413003965300625","0.6413003965300625","0.6413003965300625","171","171","171","0.6394662661831172","0.6394662661831172","0.6394662661831172","171","171","171","0.9892923303145371","0.9892923303145371","0.9892923303145371","171","171","171","0.6308598557461921","0.6308598557461921","0.6308598557461921","5350","5350","5350"
"5450","0.6531885460928646","0.6531885460928646","0.6531885460928646","172","172","172","0.6478593245713153","0.6478593245713153","0.6478593245713153","172","172","172","0.6484714962958549","0.6484714962958549","0.6484714962958549","172","172","172","0.9978676578543813","0.9978676578543813","0.9978676578543813","172","172","172","0.6444464424898779","0.6444464424898779","0.6444464424898779","5400","5400","5400"
"5500","0.6342073334661397","0.6342073334661397","0.6342073334661397","173","173","173","0.628228978904187","0.628228978904187","0.628228978904187","173","173","173","0.6291820991711212","0.6291820991711212","0.6291820991711212","173","173","173","0.9804915811862482","0.9804915811862482","0.9804915811862482","173","173","173","0.6204945944722002","0.6204945944722002","0.6204945944722002","5450","5450","5450"
"5550","0.6521468055310993","0.6521468055310993","0.6521468055310993","174","174","174","0.6424926969072462","0.6424926969072462","0.6424926969072462","174","174","174","0.6460063430023397","0.6460063430023397","0.6460063430023397","174","174","174","1.0006304041372178","1.0006304041372178","1.0006304041372178","174","174","174","0.6353108920909626","0.6353108920909626","0.6353108920909626","5500","5500","5500"
"5600","0.6282778353373918","0.6282778353373918","0.6282778353373918","175","175","175","0.6209367964062643","0.6209367964062643","0.6209367964062643","175","175","175","0.6232096314007299","0.6232096314007299","0.6232096314007299","175","175","175","0.94620064723977","0.94620064723977","0.94620064723977","175","175","175","0.6331119642950048","0.6331119642950048","0.6331119642950048","5550","5550","5550"
"5650","0.6433898180819639","0.6433898180819639","0.6433898180819639","176","176","176","0.6357186645343682","0.6357186645343682","0.6357186645343682","176","176","176","0.6405040004907249","0.6405040004907249","0.6405040004907249","176","176","176","0.9803464944786173","0.9803464944786173","0.9803464944786173","176","176","176","0.6226592371834192","0.6226592371834192","0.6226592371834192","5600","5600","5600"
"5700","0.6466193094124323","0.6466193094124323","0.6466193094124323","177","177","177","0.6384447320256228","0.6384447320256228","0.6384447320256228","177","177","177","0.6433048981303771","0.6433048981303771","0.6433048981303771","177","177","177","0.9763425849586496","0.9763425849586496","0.9763425849586496","177","177","177","0.6379655028799973","0.6379655028799973","0.6379655028799973","5650","5650","5650"
"5750","0.6310822954269714","0.6310822954269714","0.6310822954269714","178","178","178","0.6216950897609183","0.6216950897609183","0.6216950897609183","178","178","178","0.6260273724474039","0.6260273724474039","0.6260273724474039","178","178","178","0.9656648761694621","0.9656648761694621","0.9656648761694621","178","178","178","0.6262499698794342","0.6262499698794342","0.6262499698794342","5700","5700","5700"
"5800","0.6486821146644632","0.6486821146644632","0.6486821146644632","179","179","179","0.6396515838144123","0.6396515838144123","0.6396515838144123","179","179","179","0.646229733809198","0.646229733809198","0.646229733809198","179","179","179","0.980863192335141","0.980863192335141","0.980863192335141","179","179","179","0.6261220758145557","0.6261220758145557","0.6261220758145557","5750","5750","5750"
"5850","0.6303953868715576","0.6303953868715576","0.6303953868715576","180","180","180","0.6202316790888742","0.6202316790888742","0.6202316790888742","180","180","180","0.6249150442933945","0.6249150442933945","0.6249150442933945","180","180","180","0.9727636453157068","0.9727636453157068","0.9727636453157068","180","180","180","0.6267244758751863","0.6267244758751863","0.6267244758751863","5800","5800","5800"
"5900","0.6238780743492043","0.6238780743492043","0.6238780743492043","181","181","181","0.6137084162530277","0.6137084162530277","0.6137084162530277","181","181","181","0.6191369169948528","0.6191369169948528","0.6191369169948528","181","181","181","0.9658574858973019","0.9658574858973019","0.9658574858973019","181","181","181","0.6271120813816842","0.6271120813816842","0.6271120813816842","5850","5850","5850"
"5950","0.6374624181627551","0.6374624181627551","0.6374624181627551","182","182","182","0.6271610354425874","0.6271610354425874","0.6271610354425874","182","182","182","0.6314118747386527","0.6314118747386527","0.6314118747386527","182","182","182","0.9739642014433066","0.9739642014433066","0.9739642014433066","182","182","182","0.6305392565964616","0.6305392565964616","0.6305392565964616","5900","5900","5900"
"6000","0.6268587036113955","0.6268587036113955","0.6268587036113955","183","183","183","0.6171640204872483","0.6171640204872483","0.6171640204872483","183","183","183","0.6226793299800981","0.6226793299800981","0.6226793299800981","183","183","183","0.9767439516819095","0.9767439516819095","0.9767439516819095","183","183","183","0.6276991800800447","0.6276991800800447","0.6276991800800447","5950","5950","5950"
"6050","0.6386278158080066","0.6386278158080066","0.6386278158080066","184","184","184","0.6271058528918318","0.6271058528918318","0.6271058528918318","184","184","184","0.6343957738502881","0.6343957738502881","0.6343957738502881","184","184","184","0.9705445688030814","0.9705445688030814","0.9705445688030814","184","184","184","0.6319971484245109","0.6319971484245109","0.6319971484245109","6000","6000","6000"
"6100","0.6284064515439727","0.6284064515439727","0.6284064515439727","185","185","185","0.6178091451674552","0.6178091451674552","0.6178091451674552","185","185","185","0.6212419953457564","0.6212419953457564","0.6212419953457564","185","185","185","0.9866160038542267","0.9866160038542267","0.9866160038542267","185","185","185","0.6216635509685353","0.6216635509685353","0.6216635509685353","6050","6050","6050"
"6150","0.6364907115723888","0.6364907115723888","0.6364907115723888","186","186","186","0.6242623126820291","0.6242623126820291","0.6242623126820291","186","186","186","0.631144609460301","0.631144609460301","0.631144609460301","186","186","186","0.973432146527525","0.973432146527525","0.973432146527525","186","186","186","0.630639893451044","0.630639893451044","0.630639893451044","6100","6100","6100"
"6200","0.6279462897306405","0.6279462897306405","0.6279462897306405","187","187","187","0.6176517028564882","0.6176517028564882","0.6176517028564882","187","187","187","0.6230136811181606","0.6230136811181606","0.6230136811181606","187","187","187","0.9698189270274139","0.9698189270274139","0.9698189270274139","187","187","187","0.6298816531610637","0.6298816531610637","0.6298816531610637","6150","6150","6150"
"6250","0.6397882443293894","0.6397882443293894","0.6397882443293894","188","188","188","0.6295057131509362","0.6295057131509362","0.6295057131509362","188","188","188","0.6361638308918078","0.6361638308918078","0.6361638308918078","188","188","188","0.96082490444742","0.96082490444742","0.96082490444742","188","188","188","0.6282482942019576","0.6282482942019576","0.6282482942019576","6200","6200","6200"
"6300","0.6411739873546451","0.6411739873546451","0.6411739873546451","189","189","189","0.6302735824249748","0.6302735824249748","0.6302735824249748","189","189","189","0.6369321604641063","0.6369321604641063","0.6369321604641063","189","189","189","0.9910794940747294","0.9910794940747294","0.9910794940747294","189","189","189","0.622841728653431","0.622841728653431","0.622841728653431","6250","6250","6250"
"6350","0.6295361604720922","0.6295361604720922","0.6295361604720922","190","190","190","0.6186632279195106","0.6186632279195106","0.6186632279195106","190","190","190","0.6251318987375162","0.6251318987375162","0.6251318987375162","190","190","190","0.9671287341608441","0.9671287341608441","0.9671287341608441","190","190","190","0.6232684832563933","0.6232684832563933","0.6232684832563933","6300","6300","6300"
"6400","0.6497711016488326","0.6497711016488326","0.6497711016488326","191","191","191","0.6371674016817549","0.6371674016817549","0.6371674016817549","191","191","191","0.6429382116407424","0.6429382116407424","0.6429382116407424","191","191","191","0.9805765945406293","0.9805765945406293","0.9805765945406293","191","191","191","0.6334605316267492","0.6334605316267492","0.6334605316267492","6350","6350","6350"
"6450","0.6172326250788412","0.6172326250788412","0.6172326250788412","192","192","192","0.6077418150499936","0.6077418150499936","0.6077418150499936","192","192","192","0.6177735114739451","0.6177735114739451","0.6177735114739451","192","192","192","0.9747525003725873","0.9747525003725873","0.9747525003725873","192","192","192","0.6323780738510135","0.6323780738510135","0.6323780738510135","6400","6400","6400"
"6500","0.6300208734861261","0.6300208734861261","0.6300208734861261","193","193","193","0.6180025553481424","0.6180025553481424","0.6180025553481424","193","193","193","0.6243414330648246","0.6243414330648246","0.6243414330648246","193","193","193","0.9684234316015639","0.9684234316015639","0.9684234316015639","193","193","193","0.6179449632628162","0.6179449632628162","0.6179449632628162","6450","6450","6450"
"6550","0.6331213116752588","0.6331213116752588","0.6331213116752588","194","194","194","0.6229172157158549","0.6229172157158549","0.6229172157158549","194","194","194","0.627862524680926","0.627862524680926","0.627862524680926","194","194","194","0.9741016307572656","0.9741016307572656","0.9741016307572656","194","194","194","0.6236323784071724","0.6236323784071724","0.6236323784071724","6500","6500","6500"
"6600","0.628518252255121","0.628518252255121","0.628518252255121","195","195","195","0.6245797122845409","0.6245797122845409","0.6245797122845409","195","195","195","0.6219425974402634","0.6219425974402634","0.6219425974402634","195","195","195","0.9760879753596763","0.9760879753596763","0.9760879753596763","195","195","195","0.6469409803945372","0.6469409803945372","0.6469409803945372","6550","6550","6550"
"6650","0.6351046309452573","0.6351046309452573","0.6351046309452573","196","196","196","0.6248250388202641","0.6248250388202641","0.6248250388202641","196","196","196","0.6327322835141962","0.6327322835141962","0.6327322835141962","196","196","196","0.9713818148328246","0.9713818148328246","0.9713818148328246","196","196","196","0.6218492149738076","0.6218492149738076","0.6218492149738076","6600","6600","6600"
"6700","0.6342003026339788","0.6342003026339788","0.6342003026339788","197","197","197","0.623304496327868","0.623304496327868","0.623304496327868","197","197","197","0.6294866867521617","0.6294866867521617","0.6294866867521617","197","197","197","0.9870400257142984","0.9870400257142984","0.9870400257142984","197","197","197","0.6289985503247313","0.6289985503247313","0.6289985503247313","6650","6650","6650"
"6750","0.6295164358319114","0.6295164358319114","0.6295164358319114","198","198","198","0.6195881978457576","0.6195881978457576","0.6195881978457576","198","198","198","0.6251676932094331","0.6251676932094331","0.6251676932094331","198","198","198","0.9564015008600809","0.9564015008600809","0.9564015008600809","198","198","198","0.6216626639189757","0.6216626639189757","0.6216626639189757","6700","6700","6700"
"6800","0.6309669046907724","0.6309669046907724","0.6309669046907724","199","199","199","0.6201223460700863","0.6201223460700863","0.6201223460700863","199","199","199","0.6263093456525534","0.6263093456525534","0.6263093456525534","199","199","199","0.9646770845848562","0.9646770845848562","0.9646770845848562","199","199","199","0.6196352056395715","0.6196352056395715","0.6196352056395715","6750","6750","6750"
"6850","0.6270237221483198","0.6270237221483198","0.6270237221483198","200","200","200","0.6175025878995597","0.6175025878995597","0.6175025878995597","200","200","200","0.6231619256297324","0.6231619256297324","0.6231619256297324","200","200","200","0.9597650775142225","0.9597650775142225","0.9597650775142225","200","200","200","0.6195150417603938","0.6195150417603938","0.6195150417603938","6800","6800","6800"
"6900","0.6247234019656296","0.6247234019656296","0.6247234019656296","201","201","201","0.6145926313271459","0.6145926313271459","0.6145926313271459","201","201","201","0.6202963304217279","0.6202963304217279","0.6202963304217279","201","201","201","0.9673158910126993","0.9673158910126993","0.9673158910126993","201","201","201","0.6212745466734608","0.6212745466734608","0.6212745466734608","6850","6850","6850"
"6950","0.6208204329384954","0.6208204329384954","0.6208204329384954","202","202","202","0.6134677468072897","0.6134677468072897","0.6134677468072897","202","202","202","0.615719326115905","0.615719326115905","0.615719326115905","202","202","202","0.9582260675462693","0.9582260675462693","0.9582260675462693","202","202","202","0.6149937035422033","0.6149937035422033","0.6149937035422033","6900","6900","6900"
"7000","0.6316327226408929","0.6316327226408929","0.6316327226408929","203","203","203","0.6254165928289501","0.6254165928289501","0.6254165928289501","203","203","203","0.6268042316911462","0.6268042316911462","0.6268042316911462","203","203","203","0.950872751249007","0.950872751249007","0.950872751249007","203","203","203","0.6245255747406844","0.6245255747406844","0.6245255747406844","6950","6950","6950"
"7050","","","","","","","","","","","","","0.616331165884517","0.616331165884517","0.616331165884517","204","204","204","","","","","","","0.6246714698132534","0.6246714698132534","0.6246714698132534","7000","7000","7000"
"7100","","","","","","","","","","","","","0.6272171637714623","0.6272171637714623","0.6272171637714623","205","205","205","","","","","","","","","","","",""
"7150","","","","","","","","","","","","","0.6292930131235696","0.6292930131235696","0.6292930131235696","206","206","206","","","","","","","","","","","",""
"7200","","","","","","","","","","","","","0.6162998964011893","0.6162998964011893","0.6162998964011893","207","207","207","","","","","","","","","","","",""
"7250","","","","","","","","","","","","","0.6127275311057817","0.6127275311057817","0.6127275311057817","208","208","208","","","","","","","","","","","",""
