"iter","env2_sgd_2500-3000 - EMA/dropped_tokens","env2_sgd_2500-3000 - EMA/dropped_tokens__MIN","env2_sgd_2500-3000 - EMA/dropped_tokens__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/dropped_tokens","env2_lion_shock_2500-3000 - EMA/dropped_tokens__MIN","env2_lion_shock_2500-3000 - EMA/dropped_tokens__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/dropped_tokens","env2_muon_shock_2500-3000 - EMA/dropped_tokens__MIN","env2_muon_shock_2500-3000 - EMA/dropped_tokens__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/dropped_tokens","env2_adamw_shock_2500-3000 - EMA/dropped_tokens__MIN","env2_adamw_shock_2500-3000 - EMA/dropped_tokens__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"3130","426.42930899899704","426.42930899899704","426.42930899899704","185","185","185","68.50704500026433","68.50704500026433","68.50704500026433","185","185","185","43.62185965377186","43.62185965377186","43.62185965377186","185","185","185","100.27011986105097","100.27011986105097","100.27011986105097","185","185","185"
"3135","368.3022426708178","368.3022426708178","368.3022426708178","186","186","186","57.25272500220609","57.25272500220609","57.25272500220609","186","186","186","25.758271906955745","25.758271906955745","25.758271906955745","186","186","186","59.208503076752","59.208503076752","59.208503076752","186","186","186"
"3140","453.0787912746913","453.0787912746913","453.0787912746913","187","187","187","86.10716158655268","86.10716158655268","86.10716158655268","187","187","187","29.510001978338302","29.510001978338302","29.510001978338302","187","187","187","44.162028981791295","44.162028981791295","44.162028981791295","187","187","187"
"3145","609.0384954597926","609.0384954597926","609.0384954597926","188","188","188","209.94541784524353","209.94541784524353","209.94541784524353","188","188","188","37.42536106818899","37.42536106818899","37.42536106818899","188","188","188","45.977236493457944","45.977236493457944","45.977236493457944","188","188","188"
"3150","500.23114118405294","500.23114118405294","500.23114118405294","189","189","189","138.47066978343787","138.47066978343787","138.47066978343787","189","189","189","39.19930145715492","39.19930145715492","39.19930145715492","189","189","189","32.74909837702198","32.74909837702198","32.74909837702198","189","189","189"
"3155","404.1814865577715","404.1814865577715","404.1814865577715","190","190","190","102.06554580042223","102.06554580042223","102.06554580042223","190","190","190","27.24679551743541","27.24679551743541","27.24679551743541","190","190","190","35.83801510064771","35.83801510064771","35.83801510064771","190","190","190"
"3160","363.5651259974985","363.5651259974985","363.5651259974985","191","191","191","93.16868413969134","93.16868413969134","93.16868413969134","191","191","191","25.088960285090437","25.088960285090437","25.088960285090437","191","191","191","45.36198953678147","45.36198953678147","45.36198953678147","191","191","191"
"3165","360.1815712502629","360.1815712502629","360.1815712502629","192","192","192","123.61517629764634","123.61517629764634","123.61517629764634","192","192","192","45.814780158743055","45.814780158743055","45.814780158743055","192","192","192","51.9858012015741","51.9858012015741","51.9858012015741","192","192","192"
"3170","392.88361600756775","392.88361600756775","392.88361600756775","193","193","193","72.99352545199719","72.99352545199719","72.99352545199719","193","193","193","27.053169535936192","27.053169535936192","27.053169535936192","193","193","193","55.09709575151749","55.09709575151749","55.09709575151749","193","193","193"
"3175","338.69384641630876","338.69384641630876","338.69384641630876","194","194","194","46.30194684414983","46.30194684414983","46.30194684414983","194","194","194","51.27462607927497","51.27462607927497","51.27462607927497","194","194","194","83.23428407031358","83.23428407031358","83.23428407031358","194","194","194"
"3180","540.6953293703662","540.6953293703662","540.6953293703662","195","195","195","81.34083659200203","81.34083659200203","81.34083659200203","195","195","195","79.77715395355108","79.77715395355108","79.77715395355108","195","195","195","140.74901240067948","140.74901240067948","140.74901240067948","195","195","195"
"3185","570.0751850399075","570.0751850399075","570.0751850399075","196","196","196","68.0309505992113","68.0309505992113","68.0309505992113","196","196","196","72.80761163803237","72.80761163803237","72.80761163803237","196","196","196","127.71088433247724","127.71088433247724","127.71088433247724","196","196","196"
"3190","478.3236960142151","478.3236960142151","478.3236960142151","197","197","197","78.97159601932829","78.97159601932829","78.97159601932829","197","197","197","70.59216659614174","70.59216659614174","70.59216659614174","197","197","197","98.7120000894845","98.7120000894845","98.7120000894845","197","197","197"
"3195","1055.4453592594339","1055.4453592594339","1055.4453592594339","198","198","198","238.7319377334532","238.7319377334532","238.7319377334532","198","198","198","154.08396845335574","154.08396845335574","154.08396845335574","198","198","198","107.58844893283971","107.58844893283971","107.58844893283971","198","198","198"
"3200","772.3299301891033","772.3299301891033","772.3299301891033","199","199","199","177.2688219122268","177.2688219122268","177.2688219122268","199","199","199","90.98504253202204","90.98504253202204","90.98504253202204","199","199","199","92.32990321035253","92.32990321035253","92.32990321035253","199","199","199"
"3250","109.48041484607988","109.48041484607988","109.48041484607988","200","200","200","30.113603659402084","30.113603659402084","30.113603659402084","200","200","200","0.6689164564385018","0.6689164564385018","0.6689164564385018","200","200","200","2.1758475660597814","2.1758475660597814","2.1758475660597814","200","200","200"
"3300","557.0642374477209","557.0642374477209","557.0642374477209","201","201","201","230.0551987439429","230.0551987439429","230.0551987439429","201","201","201","185.20344744504897","185.20344744504897","185.20344744504897","201","201","201","124.91121382924088","124.91121382924088","124.91121382924088","201","201","201"
"3350","198.27098385584276","198.27098385584276","198.27098385584276","202","202","202","3.185652779601636","3.185652779601636","3.185652779601636","202","202","202","24.75449693575251","24.75449693575251","24.75449693575251","202","202","202","46.843764316949404","46.843764316949404","46.843764316949404","202","202","202"
"3400","150.92184408092723","150.92184408092723","150.92184408092723","203","203","203","13.716418138314642","13.716418138314642","13.716418138314642","203","203","203","0.12757911257716317","0.12757911257716317","0.12757911257716317","203","203","203","57.84142223115424","57.84142223115424","57.84142223115424","203","203","203"
"3450","230.7778172582673","230.7778172582673","230.7778172582673","204","204","204","57.470691335734486","57.470691335734486","57.470691335734486","204","204","204","12.400657514067372","12.400657514067372","12.400657514067372","204","204","204","111.99810168785106","111.99810168785106","111.99810168785106","204","204","204"
"3500","187.78937699298513","187.78937699298513","187.78937699298513","205","205","205","20.89619102415366","20.89619102415366","20.89619102415366","205","205","205","20.86391020125047","20.86391020125047","20.86391020125047","205","205","205","2.977213039745765","2.977213039745765","2.977213039745765","205","205","205"
"3550","213.16782423534457","213.16782423534457","213.16782423534457","206","206","206","11.00769427122771","11.00769427122771","11.00769427122771","206","206","206","0.107527903122958","0.107527903122958","0.107527903122958","206","206","206","37.21534388675116","37.21534388675116","37.21534388675116","206","206","206"
"3600","240.2986190475425","240.2986190475425","240.2986190475425","207","207","207","33.15673118182482","33.15673118182482","33.15673118182482","207","207","207","10.300554174641212","10.300554174641212","10.300554174641212","207","207","207","49.39179951665543","49.39179951665543","49.39179951665543","207","207","207"
"3650","149.4384450652005","149.4384450652005","149.4384450652005","208","208","208","1.5708823391206668","1.5708823391206668","1.5708823391206668","208","208","208","0.05308674072692363","0.05308674072692363","0.05308674072692363","208","208","208","32.054554231793865","32.054554231793865","32.054554231793865","208","208","208"
"3700","137.7701721531975","137.7701721531975","137.7701721531975","209","209","209","31.008095974452978","31.008095974452978","31.008095974452978","209","209","209","8.900273597128196","8.900273597128196","8.900273597128196","209","209","209","53.26520196688152","53.26520196688152","53.26520196688152","209","209","209"
"3750","157.4100364975514","157.4100364975514","157.4100364975514","210","210","210","0.15980875625933857","0.15980875625933857","0.15980875625933857","210","210","210","16.645870009403247","16.645870009403247","16.645870009403247","210","210","210","7.174516877309813","7.174516877309813","7.174516877309813","210","210","210"
"3800","182.41125594348446","182.41125594348446","182.41125594348446","211","211","211","58.40082361840593","58.40082361840593","58.40082361840593","211","211","211","27.185789072158737","27.185789072158737","27.185789072158737","211","211","211","12.03697584720678","12.03697584720678","12.03697584720678","211","211","211"
"3850","172.74010660841768","172.74010660841768","172.74010660841768","212","212","212","6.200984716851616","6.200984716851616","6.200984716851616","212","212","212","21.84010944571153","21.84010944571153","21.84010944571153","212","212","212","0.062035867692445415","0.062035867692445415","0.062035867692445415","212","212","212"
"3900","186.59026367874833","186.59026367874833","186.59026367874833","213","213","213","31.231958481294683","31.231958481294683","31.231958481294683","213","213","213","24.31255901458647","24.31255901458647","24.31255901458647","213","213","213","24.000319718916877","24.000319718916877","24.000319718916877","213","213","213"
"3950","236.86164427487486","236.86164427487486","236.86164427487486","214","214","214","21.46096249329695","21.46096249329695","21.46096249329695","214","214","214","20.025301463875884","20.025301463875884","20.025301463875884","214","214","214","39.823692252735114","39.823692252735114","39.823692252735114","214","214","214"
"4000","254.02073166982893","254.02073166982893","254.02073166982893","215","215","215","26.71060497642318","26.71060497642318","26.71060497642318","215","215","215","0.10320590220363483","0.10320590220363483","0.10320590220363483","215","215","215","101.4052423577961","101.4052423577961","101.4052423577961","215","215","215"
"4050","88.40916574902529","88.40916574902529","88.40916574902529","216","216","216","","","","","","","","","","","","","","","","","",""
"4100","94.15564096653718","94.15564096653718","94.15564096653718","217","217","217","","","","","","","","","","","","","","","","","",""
"4150","167.6852570080427","167.6852570080427","167.6852570080427","218","218","218","","","","","","","","","","","","","","","","","",""
"4200","80.06421212020116","80.06421212020116","80.06421212020116","219","219","219","","","","","","","","","","","","","","","","","",""
"4250","129.91263295141871","129.91263295141871","129.91263295141871","220","220","220","","","","","","","","","","","","","","","","","",""
"4300","101.46954050682271","101.46954050682271","101.46954050682271","221","221","221","","","","","","","","","","","","","","","","","",""
"4350","137.32295120216224","137.32295120216224","137.32295120216224","222","222","222","","","","","","","","","","","","","","","","","",""
"4400","165.20773162130175","165.20773162130175","165.20773162130175","223","223","223","","","","","","","","","","","","","","","","","",""
"4450","139.15144351128748","139.15144351128748","139.15144351128748","224","224","224","","","","","","","","","","","","","","","","","",""
"4500","252.5171552596313","252.5171552596313","252.5171552596313","225","225","225","","","","","","","","","","","","","","","","","",""
"4550","166.90141665420012","166.90141665420012","166.90141665420012","226","226","226","","","","","","","","","","","","","","","","","",""
"4600","203.16017238321902","203.16017238321902","203.16017238321902","227","227","227","","","","","","","","","","","","","","","","","",""
"4650","221.64704185954355","221.64704185954355","221.64704185954355","228","228","228","","","","","","","","","","","","","","","","","",""
"4700","139.24231902911154","139.24231902911154","139.24231902911154","229","229","229","","","","","","","","","","","","","","","","","",""
"4750","133.117623611622","133.117623611622","133.117623611622","230","230","230","","","","","","","","","","","","","","","","","",""
"4800","160.88605830822698","160.88605830822698","160.88605830822698","231","231","231","","","","","","","","","","","","","","","","","",""
"4850","242.4291705785124","242.4291705785124","242.4291705785124","232","232","232","","","","","","","","","","","","","","","","","",""
"4900","161.14942544885872","161.14942544885872","161.14942544885872","233","233","233","","","","","","","","","","","","","","","","","",""
"4950","140.53052791355222","140.53052791355222","140.53052791355222","234","234","234","","","","","","","","","","","","","","","","","",""
"5000","143.5242627506325","143.5242627506325","143.5242627506325","235","235","235","","","","","","","","","","","","","","","","","",""
