"iter","env1_muon - EMA/CV","env1_muon - EMA/CV__MIN","env1_muon - EMA/CV__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - EMA/CV","env1_lion - EMA/CV__MIN","env1_lion - EMA/CV__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - EMA/CV","env1_adam - EMA/CV__MIN","env1_adam - EMA/CV__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - EMA/CV"," env1_sgd - EMA/CV__MIN"," env1_sgd - EMA/CV__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - EMA/CV","env1_adamw - EMA/CV__MIN","env1_adamw - EMA/CV__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"5185","0.5245004475127005","0.5245004475127005","0.5245004475127005","146","146","146","0.6354306619878382","0.6354306619878382","0.6354306619878382","146","146","146","1.4078625596078236","1.4078625596078236","1.4078625596078236","146","146","146","1.0064061169473117","1.0064061169473117","1.0064061169473117","146","146","146","1.3042266333854027","1.3042266333854027","1.3042266333854027","5180","5180","5180"
"5190","0.510055546875428","0.510055546875428","0.510055546875428","147","147","147","0.640507281611189","0.640507281611189","0.640507281611189","147","147","147","1.4208030479664377","1.4208030479664377","1.4208030479664377","147","147","147","1.0135596218428684","1.0135596218428684","1.0135596218428684","147","147","147","1.2725579176148443","1.2725579176148443","1.2725579176148443","5185","5185","5185"
"5195","0.5288162104938734","0.5288162104938734","0.5288162104938734","148","148","148","0.645150078736726","0.645150078736726","0.645150078736726","148","148","148","1.435704463881324","1.435704463881324","1.435704463881324","148","148","148","1.0223498488987408","1.0223498488987408","1.0223498488987408","148","148","148","1.2720562550947028","1.2720562550947028","1.2720562550947028","5190","5190","5190"
"5200","0.5256246301074469","0.5256246301074469","0.5256246301074469","149","149","149","0.6415881093558946","0.6415881093558946","0.6415881093558946","149","149","149","1.4231134204021698","1.4231134204021698","1.4231134204021698","149","149","149","1.0270405409144374","1.0270405409144374","1.0270405409144374","149","149","149","1.2873501988863105","1.2873501988863105","1.2873501988863105","5195","5195","5195"
"5205","0.5173334187862211","0.5173334187862211","0.5173334187862211","150","150","150","0.6424175648721597","0.6424175648721597","0.6424175648721597","150","150","150","1.4126984629998551","1.4126984629998551","1.4126984629998551","150","150","150","1.028086829757578","1.028086829757578","1.028086829757578","150","150","150","1.3107006514814619","1.3107006514814619","1.3107006514814619","5200","5200","5200"
"5210","0.5207810432831866","0.5207810432831866","0.5207810432831866","151","151","151","0.6457353329368559","0.6457353329368559","0.6457353329368559","151","151","151","1.3621032287454322","1.3621032287454322","1.3621032287454322","151","151","151","1.0282894318365807","1.0282894318365807","1.0282894318365807","151","151","151","1.312824504447334","1.312824504447334","1.312824504447334","5205","5205","5205"
"5215","0.5387403150240878","0.5387403150240878","0.5387403150240878","152","152","152","0.6439599722040388","0.6439599722040388","0.6439599722040388","152","152","152","1.3558818231133682","1.3558818231133682","1.3558818231133682","152","152","152","1.0050651557221706","1.0050651557221706","1.0050651557221706","152","152","152","1.2774329092889587","1.2774329092889587","1.2774329092889587","5210","5210","5210"
"5220","0.55080995354711","0.55080995354711","0.55080995354711","153","153","153","0.6510360324508846","0.6510360324508846","0.6510360324508846","153","153","153","1.3806293099430713","1.3806293099430713","1.3806293099430713","153","153","153","1.0057593845017045","1.0057593845017045","1.0057593845017045","153","153","153","1.2891500364307733","1.2891500364307733","1.2891500364307733","5215","5215","5215"
"5225","0.5602528560606808","0.5602528560606808","0.5602528560606808","154","154","154","0.6508255491044217","0.6508255491044217","0.6508255491044217","154","154","154","1.3689661754126545","1.3689661754126545","1.3689661754126545","154","154","154","0.9879088291820107","0.9879088291820107","0.9879088291820107","154","154","154","1.2778433575696186","1.2778433575696186","1.2778433575696186","5220","5220","5220"
"5230","0.5423022756647626","0.5423022756647626","0.5423022756647626","155","155","155","0.646487381532152","0.646487381532152","0.646487381532152","155","155","155","1.3727567093371071","1.3727567093371071","1.3727567093371071","155","155","155","0.9971886839300917","0.9971886839300917","0.9971886839300917","155","155","155","1.2165820799349036","1.2165820799349036","1.2165820799349036","5225","5225","5225"
"5235","0.5344687900140443","0.5344687900140443","0.5344687900140443","156","156","156","0.6230413148419507","0.6230413148419507","0.6230413148419507","156","156","156","1.3201831936356103","1.3201831936356103","1.3201831936356103","156","156","156","0.984790135510094","0.984790135510094","0.984790135510094","156","156","156","","","","","",""
"5240","0.5291579920611158","0.5291579920611158","0.5291579920611158","157","157","157","0.6390994065116066","0.6390994065116066","0.6390994065116066","157","157","157","1.3418026980554068","1.3418026980554068","1.3418026980554068","157","157","157","0.9923478263910372","0.9923478263910372","0.9923478263910372","157","157","157","1.2397278624953456","1.2397278624953456","1.2397278624953456","5235","5235","5235"
"5245","0.5529794334446297","0.5529794334446297","0.5529794334446297","158","158","158","0.6438389703453433","0.6438389703453433","0.6438389703453433","158","158","158","1.3484971891378645","1.3484971891378645","1.3484971891378645","158","158","158","1.005716874724494","1.005716874724494","1.005716874724494","158","158","158","1.257060415842679","1.257060415842679","1.257060415842679","5240","5240","5240"
"5250","0.5151096824783425","0.5151096824783425","0.5151096824783425","159","159","159","0.6564318007341888","0.6564318007341888","0.6564318007341888","159","159","159","1.3729195790590225","1.3729195790590225","1.3729195790590225","159","159","159","1.0189021953169297","1.0189021953169297","1.0189021953169297","159","159","159","1.225455660820523","1.225455660820523","1.225455660820523","5245","5245","5245"
"5255","0.5416192783237269","0.5416192783237269","0.5416192783237269","160","160","160","0.6545998167886731","0.6545998167886731","0.6545998167886731","160","160","160","1.3692260052035645","1.3692260052035645","1.3692260052035645","160","160","160","1.0116201558870939","1.0116201558870939","1.0116201558870939","160","160","160","1.2271214044834322","1.2271214044834322","1.2271214044834322","5250","5250","5250"
"5260","0.5523180597557804","0.5523180597557804","0.5523180597557804","161","161","161","0.6721391660225912","0.6721391660225912","0.6721391660225912","161","161","161","1.3838251294449488","1.3838251294449488","1.3838251294449488","161","161","161","1.0141794781997286","1.0141794781997286","1.0141794781997286","161","161","161","1.2551662800177776","1.2551662800177776","1.2551662800177776","5255","5255","5255"
"5265","0.5439091373999515","0.5439091373999515","0.5439091373999515","162","162","162","0.679159817421068","0.679159817421068","0.679159817421068","162","162","162","1.367024483807486","1.367024483807486","1.367024483807486","162","162","162","1.0104238653249633","1.0104238653249633","1.0104238653249633","162","162","162","1.279405390867414","1.279405390867414","1.279405390867414","5260","5260","5260"
"5270","0.5258198182061143","0.5258198182061143","0.5258198182061143","163","163","163","0.6704094672388137","0.6704094672388137","0.6704094672388137","163","163","163","1.3555344249835848","1.3555344249835848","1.3555344249835848","163","163","163","1.0075248361105698","1.0075248361105698","1.0075248361105698","163","163","163","1.2699449977599313","1.2699449977599313","1.2699449977599313","5265","5265","5265"
"5275","0.5344219805270715","0.5344219805270715","0.5344219805270715","164","164","164","0.6759986170940965","0.6759986170940965","0.6759986170940965","164","164","164","1.3418196983576203","1.3418196983576203","1.3418196983576203","164","164","164","1.005326725820866","1.005326725820866","1.005326725820866","164","164","164","1.249341340225921","1.249341340225921","1.249341340225921","5270","5270","5270"
"5280","0.5367752082167256","0.5367752082167256","0.5367752082167256","165","165","165","0.6819719677684115","0.6819719677684115","0.6819719677684115","165","165","165","1.329118948968855","1.329118948968855","1.329118948968855","165","165","165","1.0067321347226805","1.0067321347226805","1.0067321347226805","165","165","165","1.247489058873593","1.247489058873593","1.247489058873593","5275","5275","5275"
"5285","0.5323983932221502","0.5323983932221502","0.5323983932221502","166","166","166","0.6865360525053713","0.6865360525053713","0.6865360525053713","166","166","166","1.3340939075238674","1.3340939075238674","1.3340939075238674","166","166","166","1.0209068871331621","1.0209068871331621","1.0209068871331621","166","166","166","1.2016697018943425","1.2016697018943425","1.2016697018943425","5280","5280","5280"
"5290","0.5417483290532422","0.5417483290532422","0.5417483290532422","167","167","167","0.6904371258068778","0.6904371258068778","0.6904371258068778","167","167","167","1.3234752976171937","1.3234752976171937","1.3234752976171937","167","167","167","1.0115500155422836","1.0115500155422836","1.0115500155422836","167","167","167","1.2386357532204393","1.2386357532204393","1.2386357532204393","5285","5285","5285"
"5295","0.5426338970194626","0.5426338970194626","0.5426338970194626","168","168","168","0.6800534143922917","0.6800534143922917","0.6800534143922917","168","168","168","1.3519614003124771","1.3519614003124771","1.3519614003124771","168","168","168","0.9881722539579817","0.9881722539579817","0.9881722539579817","168","168","168","1.241961246124683","1.241961246124683","1.241961246124683","5290","5290","5290"
"5300","0.5445852689002044","0.5445852689002044","0.5445852689002044","169","169","169","0.6833768690653071","0.6833768690653071","0.6833768690653071","169","169","169","1.3298340822285337","1.3298340822285337","1.3298340822285337","169","169","169","0.9726506095974913","0.9726506095974913","0.9726506095974913","169","169","169","1.2556794787551873","1.2556794787551873","1.2556794787551873","5295","5295","5295"
"5350","0.5368385622912283","0.5368385622912283","0.5368385622912283","170","170","170","0.6795577632672299","0.6795577632672299","0.6795577632672299","170","170","170","1.3728528082424143","1.3728528082424143","1.3728528082424143","170","170","170","0.9904269262662891","0.9904269262662891","0.9904269262662891","170","170","170","1.2632157941085091","1.2632157941085091","1.2632157941085091","5300","5300","5300"
"5400","0.5501909038686787","0.5501909038686787","0.5501909038686787","171","171","171","0.6875171699151909","0.6875171699151909","0.6875171699151909","171","171","171","1.3053209300638102","1.3053209300638102","1.3053209300638102","171","171","171","0.9678554802024613","0.9678554802024613","0.9678554802024613","171","171","171","1.2667864224445504","1.2667864224445504","1.2667864224445504","5350","5350","5350"
"5450","0.545471348037262","0.545471348037262","0.545471348037262","172","172","172","0.7193506887866892","0.7193506887866892","0.7193506887866892","172","172","172","1.3044506830189266","1.3044506830189266","1.3044506830189266","172","172","172","0.9523237486371223","0.9523237486371223","0.9523237486371223","172","172","172","1.2492336592237785","1.2492336592237785","1.2492336592237785","5400","5400","5400"
"5500","0.5137723937119514","0.5137723937119514","0.5137723937119514","173","173","173","0.7294180246622007","0.7294180246622007","0.7294180246622007","173","173","173","1.32244408130186","1.32244408130186","1.32244408130186","173","173","173","0.9743212744364695","0.9743212744364695","0.9743212744364695","173","173","173","1.2204666479457014","1.2204666479457014","1.2204666479457014","5450","5450","5450"
"5550","0.5539482415740165","0.5539482415740165","0.5539482415740165","174","174","174","0.7177902605439292","0.7177902605439292","0.7177902605439292","174","174","174","1.3291627846800635","1.3291627846800635","1.3291627846800635","174","174","174","0.9487237897946478","0.9487237897946478","0.9487237897946478","174","174","174","1.2310881500175928","1.2310881500175928","1.2310881500175928","5500","5500","5500"
"5600","0.5252019740781333","0.5252019740781333","0.5252019740781333","175","175","175","0.7408383031828124","0.7408383031828124","0.7408383031828124","175","175","175","1.303167943588234","1.303167943588234","1.303167943588234","175","175","175","0.966980237818508","0.966980237818508","0.966980237818508","175","175","175","1.225812117623608","1.225812117623608","1.225812117623608","5550","5550","5550"
"5650","0.5477656300478502","0.5477656300478502","0.5477656300478502","176","176","176","0.7405367589266794","0.7405367589266794","0.7405367589266794","176","176","176","1.3453273728105546","1.3453273728105546","1.3453273728105546","176","176","176","0.9859152073299824","0.9859152073299824","0.9859152073299824","176","176","176","1.2200179011796943","1.2200179011796943","1.2200179011796943","5600","5600","5600"
"5700","0.5386386358804593","0.5386386358804593","0.5386386358804593","177","177","177","0.7411947719884792","0.7411947719884792","0.7411947719884792","177","177","177","1.3223788135447974","1.3223788135447974","1.3223788135447974","177","177","177","0.9738854067004065","0.9738854067004065","0.9738854067004065","177","177","177","1.274564472440107","1.274564472440107","1.274564472440107","5650","5650","5650"
"5750","0.5366550088329826","0.5366550088329826","0.5366550088329826","178","178","178","0.6999207485979158","0.6999207485979158","0.6999207485979158","178","178","178","1.2679949294767585","1.2679949294767585","1.2679949294767585","178","178","178","0.9361455846220123","0.9361455846220123","0.9361455846220123","178","178","178","1.2347802921097135","1.2347802921097135","1.2347802921097135","5700","5700","5700"
"5800","0.5456872797788365","0.5456872797788365","0.5456872797788365","179","179","179","0.731848804779684","0.731848804779684","0.731848804779684","179","179","179","1.3416960354197658","1.3416960354197658","1.3416960354197658","179","179","179","0.9349745274966178","0.9349745274966178","0.9349745274966178","179","179","179","1.1825463068273436","1.1825463068273436","1.1825463068273436","5750","5750","5750"
"5850","0.5873703616560557","0.5873703616560557","0.5873703616560557","180","180","180","0.7208430547584115","0.7208430547584115","0.7208430547584115","180","180","180","1.3168049839925362","1.3168049839925362","1.3168049839925362","180","180","180","0.9253489375696408","0.9253489375696408","0.9253489375696408","180","180","180","1.209442155426574","1.209442155426574","1.209442155426574","5800","5800","5800"
"5900","0.5287102074227202","0.5287102074227202","0.5287102074227202","181","181","181","0.7201554558632013","0.7201554558632013","0.7201554558632013","181","181","181","1.2824803260243984","1.2824803260243984","1.2824803260243984","181","181","181","0.933704736523568","0.933704736523568","0.933704736523568","181","181","181","1.2255289865807777","1.2255289865807777","1.2255289865807777","5850","5850","5850"
"5950","0.5583990636256199","0.5583990636256199","0.5583990636256199","182","182","182","0.7132852952303677","0.7132852952303677","0.7132852952303677","182","182","182","1.2850420298214715","1.2850420298214715","1.2850420298214715","182","182","182","0.9195699191527114","0.9195699191527114","0.9195699191527114","182","182","182","1.2355918484595496","1.2355918484595496","1.2355918484595496","5900","5900","5900"
"6000","0.5714592853800109","0.5714592853800109","0.5714592853800109","183","183","183","0.6956504440727771","0.6956504440727771","0.6956504440727771","183","183","183","1.2931225661407317","1.2931225661407317","1.2931225661407317","183","183","183","0.918029453128085","0.918029453128085","0.918029453128085","183","183","183","1.2248205270387618","1.2248205270387618","1.2248205270387618","5950","5950","5950"
"6050","0.5287289404171021","0.5287289404171021","0.5287289404171021","184","184","184","0.7207760482631855","0.7207760482631855","0.7207760482631855","184","184","184","1.360192453685257","1.360192453685257","1.360192453685257","184","184","184","0.9267746978819661","0.9267746978819661","0.9267746978819661","184","184","184","1.2386323160728545","1.2386323160728545","1.2386323160728545","6000","6000","6000"
"6100","0.5392664244639815","0.5392664244639815","0.5392664244639815","185","185","185","0.7088474772858173","0.7088474772858173","0.7088474772858173","185","185","185","1.2927411531704993","1.2927411531704993","1.2927411531704993","185","185","185","0.9321391742281684","0.9321391742281684","0.9321391742281684","185","185","185","1.2441059593101609","1.2441059593101609","1.2441059593101609","6050","6050","6050"
"6150","0.540867032139915","0.540867032139915","0.540867032139915","186","186","186","0.706035388738183","0.706035388738183","0.706035388738183","186","186","186","1.3117809941492977","1.3117809941492977","1.3117809941492977","186","186","186","0.9464493490362003","0.9464493490362003","0.9464493490362003","186","186","186","1.234359690943345","1.234359690943345","1.234359690943345","6100","6100","6100"
"6200","0.527904421960884","0.527904421960884","0.527904421960884","187","187","187","0.7225863421654776","0.7225863421654776","0.7225863421654776","187","187","187","1.279582208441397","1.279582208441397","1.279582208441397","187","187","187","0.9443584059596606","0.9443584059596606","0.9443584059596606","187","187","187","1.21416739128213","1.21416739128213","1.21416739128213","6150","6150","6150"
"6250","0.5380508329623257","0.5380508329623257","0.5380508329623257","188","188","188","0.7529930474079324","0.7529930474079324","0.7529930474079324","188","188","188","1.3324809702029838","1.3324809702029838","1.3324809702029838","188","188","188","0.9333653455795721","0.9333653455795721","0.9333653455795721","188","188","188","1.2244986801609892","1.2244986801609892","1.2244986801609892","6200","6200","6200"
"6300","0.5435958765638271","0.5435958765638271","0.5435958765638271","189","189","189","0.7283046996554844","0.7283046996554844","0.7283046996554844","189","189","189","1.2897031263337142","1.2897031263337142","1.2897031263337142","189","189","189","0.9220114441490651","0.9220114441490651","0.9220114441490651","189","189","189","1.216990343661866","1.216990343661866","1.216990343661866","6250","6250","6250"
"6350","0.5317193473346234","0.5317193473346234","0.5317193473346234","190","190","190","0.7238993758157577","0.7238993758157577","0.7238993758157577","190","190","190","1.3190339179552142","1.3190339179552142","1.3190339179552142","190","190","190","0.9030615856937907","0.9030615856937907","0.9030615856937907","190","190","190","1.241215986155619","1.241215986155619","1.241215986155619","6300","6300","6300"
"6400","0.5452587530763888","0.5452587530763888","0.5452587530763888","191","191","191","0.7353015560345073","0.7353015560345073","0.7353015560345073","191","191","191","1.3028794801804042","1.3028794801804042","1.3028794801804042","191","191","191","0.9188544040372608","0.9188544040372608","0.9188544040372608","191","191","191","1.2001775993304917","1.2001775993304917","1.2001775993304917","6350","6350","6350"
"6450","0.5480589807736052","0.5480589807736052","0.5480589807736052","192","192","192","0.7186962052813982","0.7186962052813982","0.7186962052813982","192","192","192","1.2908412778121787","1.2908412778121787","1.2908412778121787","192","192","192","0.9250057943379927","0.9250057943379927","0.9250057943379927","192","192","192","1.2740816940809125","1.2740816940809125","1.2740816940809125","6400","6400","6400"
"6500","0.5261297686774836","0.5261297686774836","0.5261297686774836","193","193","193","0.7463318746476718","0.7463318746476718","0.7463318746476718","193","193","193","1.302446867765789","1.302446867765789","1.302446867765789","193","193","193","0.9528734775050746","0.9528734775050746","0.9528734775050746","193","193","193","1.190277042370155","1.190277042370155","1.190277042370155","6450","6450","6450"
"6550","0.5621354664849585","0.5621354664849585","0.5621354664849585","194","194","194","0.7618374491867821","0.7618374491867821","0.7618374491867821","194","194","194","1.3523615271844587","1.3523615271844587","1.3523615271844587","194","194","194","0.9417593851689251","0.9417593851689251","0.9417593851689251","194","194","194","1.2371941216646782","1.2371941216646782","1.2371941216646782","6500","6500","6500"
"6600","0.5694279730797922","0.5694279730797922","0.5694279730797922","195","195","195","0.729640623444114","0.729640623444114","0.729640623444114","195","195","195","1.3105716030439278","1.3105716030439278","1.3105716030439278","195","195","195","0.9130532470358471","0.9130532470358471","0.9130532470358471","195","195","195","1.2961937186766483","1.2961937186766483","1.2961937186766483","6550","6550","6550"
"6650","0.5485438694084451","0.5485438694084451","0.5485438694084451","196","196","196","0.7272237039309347","0.7272237039309347","0.7272237039309347","196","196","196","1.3188621281741115","1.3188621281741115","1.3188621281741115","196","196","196","0.9152789599915807","0.9152789599915807","0.9152789599915807","196","196","196","1.238559590048781","1.238559590048781","1.238559590048781","6600","6600","6600"
"6700","0.5577446410296291","0.5577446410296291","0.5577446410296291","197","197","197","0.7501324205046106","0.7501324205046106","0.7501324205046106","197","197","197","1.3352818656433294","1.3352818656433294","1.3352818656433294","197","197","197","0.9279297222626592","0.9279297222626592","0.9279297222626592","197","197","197","1.1936431057429924","1.1936431057429924","1.1936431057429924","6650","6650","6650"
"6750","0.5574006190567845","0.5574006190567845","0.5574006190567845","198","198","198","0.7390982455030227","0.7390982455030227","0.7390982455030227","198","198","198","1.3547474513180349","1.3547474513180349","1.3547474513180349","198","198","198","0.9275293071504285","0.9275293071504285","0.9275293071504285","198","198","198","1.2045622522883455","1.2045622522883455","1.2045622522883455","6700","6700","6700"
"6800","0.5418631735435715","0.5418631735435715","0.5418631735435715","199","199","199","0.755051604983345","0.755051604983345","0.755051604983345","199","199","199","1.3282677783866552","1.3282677783866552","1.3282677783866552","199","199","199","0.9022094358655708","0.9022094358655708","0.9022094358655708","199","199","199","1.2171504713776489","1.2171504713776489","1.2171504713776489","6750","6750","6750"
"6850","0.525601929915942","0.525601929915942","0.525601929915942","200","200","200","0.7547091640663194","0.7547091640663194","0.7547091640663194","200","200","200","1.3099027286514917","1.3099027286514917","1.3099027286514917","200","200","200","0.9232222192978379","0.9232222192978379","0.9232222192978379","200","200","200","1.2519484735387632","1.2519484735387632","1.2519484735387632","6800","6800","6800"
"6900","0.5595598071529713","0.5595598071529713","0.5595598071529713","201","201","201","0.7634986585186636","0.7634986585186636","0.7634986585186636","201","201","201","1.3482561901487442","1.3482561901487442","1.3482561901487442","201","201","201","0.9498607346005128","0.9498607346005128","0.9498607346005128","201","201","201","1.2485563071591652","1.2485563071591652","1.2485563071591652","6850","6850","6850"
"6950","0.5235560335218513","0.5235560335218513","0.5235560335218513","202","202","202","0.7683073139887623","0.7683073139887623","0.7683073139887623","202","202","202","1.3150498561255293","1.3150498561255293","1.3150498561255293","202","202","202","0.9235888098064207","0.9235888098064207","0.9235888098064207","202","202","202","1.230501448473177","1.230501448473177","1.230501448473177","6900","6900","6900"
"7000","0.5441331559236715","0.5441331559236715","0.5441331559236715","203","203","203","0.7601623558186705","0.7601623558186705","0.7601623558186705","203","203","203","1.3301690602637164","1.3301690602637164","1.3301690602637164","203","203","203","0.9214756135653372","0.9214756135653372","0.9214756135653372","203","203","203","1.2464754686556785","1.2464754686556785","1.2464754686556785","6950","6950","6950"
"7050","","","","","","","","","","","","","1.3236745986534444","1.3236745986534444","1.3236745986534444","204","204","204","","","","","","","1.2547078904613411","1.2547078904613411","1.2547078904613411","7000","7000","7000"
"7100","","","","","","","","","","","","","1.293824690087778","1.293824690087778","1.293824690087778","205","205","205","","","","","","","","","","","",""
"7150","","","","","","","","","","","","","1.3187453696215343","1.3187453696215343","1.3187453696215343","206","206","206","","","","","","","","","","","",""
"7200","","","","","","","","","","","","","1.323700669390181","1.323700669390181","1.323700669390181","207","207","207","","","","","","","","","","","",""
"7250","","","","","","","","","","","","","1.365415044900216","1.365415044900216","1.365415044900216","208","208","208","","","","","","","","","","","",""
