"iter","env1_muon - global_router/kl_divergence_from_uni","env1_muon - global_router/kl_divergence_from_uni__MIN","env1_muon - global_router/kl_divergence_from_uni__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - global_router/kl_divergence_from_uni","env1_lion - global_router/kl_divergence_from_uni__MIN","env1_lion - global_router/kl_divergence_from_uni__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - global_router/kl_divergence_from_uni","env1_adam - global_router/kl_divergence_from_uni__MIN","env1_adam - global_router/kl_divergence_from_uni__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - global_router/kl_divergence_from_uni"," env1_sgd - global_router/kl_divergence_from_uni__MIN"," env1_sgd - global_router/kl_divergence_from_uni__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - global_router/kl_divergence_from_uni","env1_adamw - global_router/kl_divergence_from_uni__MIN","env1_adamw - global_router/kl_divergence_from_uni__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"5180","0.038858918473124504","0.038858918473124504","0.038858918473124504","145","145","145","0.012405176647007465","0.012405176647007465","0.012405176647007465","145","145","145","0.037158427760005","0.037158427760005","0.037158427760005","145","145","145","0.07061203941702843","0.07061203941702843","0.07061203941702843","145","145","145","0.025920334737747908","0.025920334737747908","0.025920334737747908","5175","5175","5175"
"5185","0.03960784338414669","0.03960784338414669","0.03960784338414669","146","146","146","0.013588431291282177","0.013588431291282177","0.013588431291282177","146","146","146","0.04285054188221693","0.04285054188221693","0.04285054188221693","146","146","146","0.07215035334229469","0.07215035334229469","0.07215035334229469","146","146","146","0.02260271366685629","0.02260271366685629","0.02260271366685629","5180","5180","5180"
"5190","0.04144853726029396","0.04144853726029396","0.04144853726029396","147","147","147","0.014995954930782318","0.014995954930782318","0.014995954930782318","147","147","147","0.040930889546871185","0.040930889546871185","0.040930889546871185","147","147","147","0.07362167909741402","0.07362167909741402","0.07362167909741402","147","147","147","0.02733066864311695","0.02733066864311695","0.02733066864311695","5185","5185","5185"
"5195","0.04431244917213917","0.04431244917213917","0.04431244917213917","148","148","148","0.013612556271255016","0.013612556271255016","0.013612556271255016","148","148","148","0.040803221985697746","0.040803221985697746","0.040803221985697746","148","148","148","0.07344574481248856","0.07344574481248856","0.07344574481248856","148","148","148","0.02611173875629902","0.02611173875629902","0.02611173875629902","5190","5190","5190"
"5200","0.0427851565182209","0.0427851565182209","0.0427851565182209","149","149","149","0.014229746535420418","0.014229746535420418","0.014229746535420418","149","149","149","0.04393025301396847","0.04393025301396847","0.04393025301396847","149","149","149","0.07879756018519402","0.07879756018519402","0.07879756018519402","149","149","149","0.029437008313834667","0.029437008313834667","0.029437008313834667","5195","5195","5195"
"5205","0.03788565658032894","0.03788565658032894","0.03788565658032894","150","150","150","0.012557168491184711","0.012557168491184711","0.012557168491184711","150","150","150","0.038725520484149456","0.038725520484149456","0.038725520484149456","150","150","150","0.07243633642792702","0.07243633642792702","0.07243633642792702","150","150","150","0.02591571444645524","0.02591571444645524","0.02591571444645524","5200","5200","5200"
"5210","0.043505530804395676","0.043505530804395676","0.043505530804395676","151","151","151","0.014607846736907959","0.014607846736907959","0.014607846736907959","151","151","151","0.03377841040492058","0.03377841040492058","0.03377841040492058","151","151","151","0.07414126768708229","0.07414126768708229","0.07414126768708229","151","151","151","0.022004948928952217","0.022004948928952217","0.022004948928952217","5205","5205","5205"
"5215","0.03897028975188732","0.03897028975188732","0.03897028975188732","152","152","152","0.015269557945430279","0.015269557945430279","0.015269557945430279","152","152","152","0.03670167177915573","0.03670167177915573","0.03670167177915573","152","152","152","0.07418593391776085","0.07418593391776085","0.07418593391776085","152","152","152","0.021712123416364193","0.021712123416364193","0.021712123416364193","5210","5210","5210"
"5220","0.0468054823577404","0.0468054823577404","0.0468054823577404","153","153","153","0.013895129784941673","0.013895129784941673","0.013895129784941673","153","153","153","0.03641942981630564","0.03641942981630564","0.03641942981630564","153","153","153","0.0678122416138649","0.0678122416138649","0.0678122416138649","153","153","153","0.030973627232015133","0.030973627232015133","0.030973627232015133","5215","5215","5215"
"5225","0.04461914114654064","0.04461914114654064","0.04461914114654064","154","154","154","0.017587684094905853","0.017587684094905853","0.017587684094905853","154","154","154","0.03978804778307676","0.03978804778307676","0.03978804778307676","154","154","154","0.07353540509939194","0.07353540509939194","0.07353540509939194","154","154","154","0.023077210411429405","0.023077210411429405","0.023077210411429405","5220","5220","5220"
"5230","0.04458123259246349","0.04458123259246349","0.04458123259246349","155","155","155","0.016239497810602188","0.016239497810602188","0.016239497810602188","155","155","155","0.0394361587241292","0.0394361587241292","0.0394361587241292","155","155","155","0.07286691665649414","0.07286691665649414","0.07286691665649414","155","155","155","0.019893925171345472","0.019893925171345472","0.019893925171345472","5225","5225","5225"
"5235","0.039170900359749794","0.039170900359749794","0.039170900359749794","156","156","156","0.014595510438084602","0.014595510438084602","0.014595510438084602","156","156","156","0.03673612792044878","0.03673612792044878","0.03673612792044878","156","156","156","0.07279044389724731","0.07279044389724731","0.07279044389724731","156","156","156","0.022003788501024246","0.022003788501024246","0.022003788501024246","5234","5234","5234"
"5240","0.03731792792677879","0.03731792792677879","0.03731792792677879","157","157","157","0.015321511775255203","0.015321511775255203","0.015321511775255203","157","157","157","0.03773162141442299","0.03773162141442299","0.03773162141442299","157","157","157","0.07283781841397285","0.07283781841397285","0.07283781841397285","157","157","157","0.02340822573751211","0.02340822573751211","0.02340822573751211","5235","5235","5235"
"5245","0.043703412637114525","0.043703412637114525","0.043703412637114525","158","158","158","0.016220170073211193","0.016220170073211193","0.016220170073211193","158","158","158","0.03716413863003254","0.03716413863003254","0.03716413863003254","158","158","158","0.07753307372331619","0.07753307372331619","0.07753307372331619","158","158","158","0.02682883758097887","0.02682883758097887","0.02682883758097887","5240","5240","5240"
"5250","0.04037103243172169","0.04037103243172169","0.04037103243172169","159","159","159","0.01729253213852644","0.01729253213852644","0.01729253213852644","159","159","159","0.038023144006729126","0.038023144006729126","0.038023144006729126","159","159","159","0.07552165910601616","0.07552165910601616","0.07552165910601616","159","159","159","0.021372891031205654","0.021372891031205654","0.021372891031205654","5246","5246","5246"
"5255","0.04145444929599762","0.04145444929599762","0.04145444929599762","160","160","160","0.016585937701165676","0.016585937701165676","0.016585937701165676","160","160","160","0.03747863136231899","0.03747863136231899","0.03747863136231899","160","160","160","0.07146165519952774","0.07146165519952774","0.07146165519952774","160","160","160","0.024300334975123405","0.024300334975123405","0.024300334975123405","5250","5250","5250"
"5260","0.04460228607058525","0.04460228607058525","0.04460228607058525","161","161","161","0.015168962068855762","0.015168962068855762","0.015168962068855762","161","161","161","0.03503735736012459","0.03503735736012459","0.03503735736012459","161","161","161","0.07283999025821686","0.07283999025821686","0.07283999025821686","161","161","161","0.025924144312739372","0.025924144312739372","0.025924144312739372","5255","5255","5255"
"5265","0.03725803457200527","0.03725803457200527","0.03725803457200527","162","162","162","0.018378394655883312","0.018378394655883312","0.018378394655883312","162","162","162","0.03929204307496548","0.03929204307496548","0.03929204307496548","162","162","162","0.07237687706947327","0.07237687706947327","0.07237687706947327","162","162","162","0.022732309997081757","0.022732309997081757","0.022732309997081757","5260","5260","5260"
"5270","0.03546042554080486","0.03546042554080486","0.03546042554080486","163","163","163","0.01497657224535942","0.01497657224535942","0.01497657224535942","163","163","163","0.039800661616027355","0.039800661616027355","0.039800661616027355","163","163","163","0.0728752352297306","0.0728752352297306","0.0728752352297306","163","163","163","0.020721085369586945","0.020721085369586945","0.020721085369586945","5265","5265","5265"
"5275","0.041329504922032356","0.041329504922032356","0.041329504922032356","164","164","164","0.018557562492787838","0.018557562492787838","0.018557562492787838","164","164","164","0.04193049483001232","0.04193049483001232","0.04193049483001232","164","164","164","0.0756654180586338","0.0756654180586338","0.0756654180586338","164","164","164","0.022311106324195862","0.022311106324195862","0.022311106324195862","5270","5270","5270"
"5280","0.04447325877845287","0.04447325877845287","0.04447325877845287","165","165","165","0.017641396261751652","0.017641396261751652","0.017641396261751652","165","165","165","0.033931477926671505","0.033931477926671505","0.033931477926671505","165","165","165","0.07492011412978172","0.07492011412978172","0.07492011412978172","165","165","165","0.017420713789761066","0.017420713789761066","0.017420713789761066","5275","5275","5275"
"5285","0.03734821267426014","0.03734821267426014","0.03734821267426014","166","166","166","0.01514214277267456","0.01514214277267456","0.01514214277267456","166","166","166","0.04448421020060778","0.04448421020060778","0.04448421020060778","166","166","166","0.07286430522799492","0.07286430522799492","0.07286430522799492","166","166","166","0.026029355823993683","0.026029355823993683","0.026029355823993683","5280","5280","5280"
"5290","0.0444459542632103","0.0444459542632103","0.0444459542632103","167","167","167","0.019547995179891586","0.019547995179891586","0.019547995179891586","167","167","167","0.038154661655426025","0.038154661655426025","0.038154661655426025","167","167","167","0.07191427424550056","0.07191427424550056","0.07191427424550056","167","167","167","0.026264550630003214","0.026264550630003214","0.026264550630003214","5285","5285","5285"
"5295","0.03886403888463974","0.03886403888463974","0.03886403888463974","168","168","168","0.01962771639227867","0.01962771639227867","0.01962771639227867","168","168","168","0.03871936444193125","0.03871936444193125","0.03871936444193125","168","168","168","0.0743752270936966","0.0743752270936966","0.0743752270936966","168","168","168","0.029189711436629295","0.029189711436629295","0.029189711436629295","5290","5290","5290"
"5300","0.04013477638363838","0.04013477638363838","0.04013477638363838","169","169","169","0.019577162340283394","0.019577162340283394","0.019577162340283394","169","169","169","0.034436943009495735","0.034436943009495735","0.034436943009495735","169","169","169","0.06642395816743374","0.06642395816743374","0.06642395816743374","169","169","169","0.026453598402440548","0.026453598402440548","0.026453598402440548","5295","5295","5295"
"5350","0.036928486078977585","0.036928486078977585","0.036928486078977585","170","170","170","0.019565138034522533","0.019565138034522533","0.019565138034522533","170","170","170","0.044956039637327194","0.044956039637327194","0.044956039637327194","170","170","170","0.07710325717926025","0.07710325717926025","0.07710325717926025","170","170","170","0.02076627966016531","0.02076627966016531","0.02076627966016531","5300","5300","5300"
"5400","0.039482055231928825","0.039482055231928825","0.039482055231928825","171","171","171","0.019413089379668236","0.019413089379668236","0.019413089379668236","171","171","171","0.03167007118463516","0.03167007118463516","0.03167007118463516","171","171","171","0.06792039796710014","0.06792039796710014","0.06792039796710014","171","171","171","0.024054100271314383","0.024054100271314383","0.024054100271314383","5350","5350","5350"
"5450","0.042922407388687134","0.042922407388687134","0.042922407388687134","172","172","172","0.019265081733465195","0.019265081733465195","0.019265081733465195","172","172","172","0.03559410758316517","0.03559410758316517","0.03559410758316517","172","172","172","0.07408612966537476","0.07408612966537476","0.07408612966537476","172","172","172","0.02084178337827325","0.02084178337827325","0.02084178337827325","5400","5400","5400"
"5500","0.03543919697403908","0.03543919697403908","0.03543919697403908","173","173","173","0.01671882439404726","0.01671882439404726","0.01671882439404726","173","173","173","0.034163638949394226","0.034163638949394226","0.034163638949394226","173","173","173","0.06863941065967083","0.06863941065967083","0.06863941065967083","173","173","173","0.02157157054170966","0.02157157054170966","0.02157157054170966","5451","5451","5451"
"5550","0.033950112760066986","0.033950112760066986","0.033950112760066986","174","174","174","0.02009410411119461","0.02009410411119461","0.02009410411119461","174","174","174","0.0358966076746583","0.0358966076746583","0.0358966076746583","174","174","174","0.07034774869680405","0.07034774869680405","0.07034774869680405","174","174","174","0.023672835435718298","0.023672835435718298","0.023672835435718298","5500","5500","5500"
"5600","0.044792234897613525","0.044792234897613525","0.044792234897613525","175","175","175","0.020580461248755455","0.020580461248755455","0.020580461248755455","175","175","175","0.039278638549149036","0.039278638549149036","0.039278638549149036","175","175","175","0.07865573465824127","0.07865573465824127","0.07865573465824127","175","175","175","0.02453315118327737","0.02453315118327737","0.02453315118327737","5550","5550","5550"
"5650","0.042050883173942566","0.042050883173942566","0.042050883173942566","176","176","176","0.019055684097111225","0.019055684097111225","0.019055684097111225","176","176","176","0.04007765091955662","0.04007765091955662","0.04007765091955662","176","176","176","0.08201001584529877","0.08201001584529877","0.08201001584529877","176","176","176","0.026693626306951046","0.026693626306951046","0.026693626306951046","5600","5600","5600"
"5700","0.041184041649103165","0.041184041649103165","0.041184041649103165","177","177","177","0.022429104894399643","0.022429104894399643","0.022429104894399643","177","177","177","0.03957127034664154","0.03957127034664154","0.03957127034664154","177","177","177","0.07918248325586319","0.07918248325586319","0.07918248325586319","177","177","177","0.02454210724681616","0.02454210724681616","0.02454210724681616","5650","5650","5650"
"5750","0.04516949877142906","0.04516949877142906","0.04516949877142906","178","178","178","0.017499422654509544","0.017499422654509544","0.017499422654509544","178","178","178","0.036119320429861546","0.036119320429861546","0.036119320429861546","178","178","178","0.07094115391373634","0.07094115391373634","0.07094115391373634","178","178","178","0.020622977055609226","0.020622977055609226","0.020622977055609226","5701","5701","5701"
"5800","0.04017760790884495","0.04017760790884495","0.04017760790884495","179","179","179","0.018683403730392456","0.018683403730392456","0.018683403730392456","179","179","179","0.03849222045391798","0.03849222045391798","0.03849222045391798","179","179","179","0.0717433001846075","0.0717433001846075","0.0717433001846075","179","179","179","0.020728247240185738","0.020728247240185738","0.020728247240185738","5750","5750","5750"
"5850","0.04152453504502773","0.04152453504502773","0.04152453504502773","180","180","180","0.018557824194431305","0.018557824194431305","0.018557824194431305","180","180","180","0.033478316850960255","0.033478316850960255","0.033478316850960255","180","180","180","0.07226920127868652","0.07226920127868652","0.07226920127868652","180","180","180","0.02372499881312251","0.02372499881312251","0.02372499881312251","5800","5800","5800"
"5900","0.03927026130259037","0.03927026130259037","0.03927026130259037","181","181","181","0.019002640619874","0.019002640619874","0.019002640619874","181","181","181","0.028722349554300308","0.028722349554300308","0.028722349554300308","181","181","181","0.07084774784743786","0.07084774784743786","0.07084774784743786","181","181","181","0.02062800549902022","0.02062800549902022","0.02062800549902022","5850","5850","5850"
"5950","0.034802863374352455","0.034802863374352455","0.034802863374352455","182","182","182","0.017900517210364342","0.017900517210364342","0.017900517210364342","182","182","182","0.030446904711425304","0.030446904711425304","0.030446904711425304","182","182","182","0.07329408079385757","0.07329408079385757","0.07329408079385757","182","182","182","0.025823878590017557","0.025823878590017557","0.025823878590017557","5900","5900","5900"
"6000","0.039675984531641006","0.039675984531641006","0.039675984531641006","183","183","183","0.016260427422821522","0.016260427422821522","0.016260427422821522","183","183","183","0.03593853488564491","0.03593853488564491","0.03593853488564491","183","183","183","0.06622790358960629","0.06622790358960629","0.06622790358960629","183","183","183","0.02048061927780509","0.02048061927780509","0.02048061927780509","5951","5951","5951"
"6050","0.03620930388569832","0.03620930388569832","0.03620930388569832","184","184","184","0.017071031033992767","0.017071031033992767","0.017071031033992767","184","184","184","0.038105775602161884","0.038105775602161884","0.038105775602161884","184","184","184","0.07161717303097248","0.07161717303097248","0.07161717303097248","184","184","184","0.026675564469769597","0.026675564469769597","0.026675564469769597","6000","6000","6000"
"6100","0.03881189972162247","0.03881189972162247","0.03881189972162247","185","185","185","0.015003090258687735","0.015003090258687735","0.015003090258687735","185","185","185","0.028581895865499973","0.028581895865499973","0.028581895865499973","185","185","185","0.07461753860116005","0.07461753860116005","0.07461753860116005","185","185","185","0.020803602878004313","0.020803602878004313","0.020803602878004313","6050","6050","6050"
"6150","0.037911323830485344","0.037911323830485344","0.037911323830485344","186","186","186","0.01726510189473629","0.01726510189473629","0.01726510189473629","186","186","186","0.04059452656656504","0.04059452656656504","0.04059452656656504","186","186","186","0.07878710702061653","0.07878710702061653","0.07878710702061653","186","186","186","0.026762646157294512","0.026762646157294512","0.026762646157294512","6100","6100","6100"
"6200","0.042868925258517265","0.042868925258517265","0.042868925258517265","187","187","187","0.017093363218009472","0.017093363218009472","0.017093363218009472","187","187","187","0.03332872688770294","0.03332872688770294","0.03332872688770294","187","187","187","0.0759899728000164","0.0759899728000164","0.0759899728000164","187","187","187","0.023136300966143608","0.023136300966143608","0.023136300966143608","6150","6150","6150"
"6250","0.03834645077586174","0.03834645077586174","0.03834645077586174","188","188","188","0.019348926842212677","0.019348926842212677","0.019348926842212677","188","188","188","0.038935462944209576","0.038935462944209576","0.038935462944209576","188","188","188","0.07620619609951973","0.07620619609951973","0.07620619609951973","188","188","188","0.026009639259427786","0.026009639259427786","0.026009639259427786","6201","6201","6201"
"6300","0.039389995858073235","0.039389995858073235","0.039389995858073235","189","189","189","0.017598764970898628","0.017598764970898628","0.017598764970898628","189","189","189","0.032560309395194054","0.032560309395194054","0.032560309395194054","189","189","189","0.07304835319519043","0.07304835319519043","0.07304835319519043","189","189","189","0.01885246718302369","0.01885246718302369","0.01885246718302369","6250","6250","6250"
"6350","0.04033924639225006","0.04033924639225006","0.04033924639225006","190","190","190","0.01723179593682289","0.01723179593682289","0.01723179593682289","190","190","190","0.03829818870872259","0.03829818870872259","0.03829818870872259","190","190","190","0.0685846358537674","0.0685846358537674","0.0685846358537674","190","190","190","0.026759508065879345","0.026759508065879345","0.026759508065879345","6300","6300","6300"
"6400","0.038420798256993294","0.038420798256993294","0.038420798256993294","191","191","191","0.01705622300505638","0.01705622300505638","0.01705622300505638","191","191","191","0.036299060098826885","0.036299060098826885","0.036299060098826885","191","191","191","0.07241674140095711","0.07241674140095711","0.07241674140095711","191","191","191","0.023827742785215378","0.023827742785215378","0.023827742785215378","6350","6350","6350"
"6450","0.03523989953100681","0.03523989953100681","0.03523989953100681","192","192","192","0.015561223961412907","0.015561223961412907","0.015561223961412907","192","192","192","0.039963822811841965","0.039963822811841965","0.039963822811841965","192","192","192","0.07158156484365463","0.07158156484365463","0.07158156484365463","192","192","192","0.022025324869900942","0.022025324869900942","0.022025324869900942","6400","6400","6400"
"6500","0.036871837452054024","0.036871837452054024","0.036871837452054024","193","193","193","0.016924251802265644","0.016924251802265644","0.016924251802265644","193","193","193","0.031836013309657574","0.031836013309657574","0.031836013309657574","193","193","193","0.0778961181640625","0.0778961181640625","0.0778961181640625","193","193","193","0.022549686953425407","0.022549686953425407","0.022549686953425407","6451","6451","6451"
"6550","0.039327116683125496","0.039327116683125496","0.039327116683125496","194","194","194","0.01636373531073332","0.01636373531073332","0.01636373531073332","194","194","194","0.036331175826489925","0.036331175826489925","0.036331175826489925","194","194","194","0.0750475637614727","0.0750475637614727","0.0750475637614727","194","194","194","0.02839718572795391","0.02839718572795391","0.02839718572795391","6500","6500","6500"
"6600","0.03521052747964859","0.03521052747964859","0.03521052747964859","195","195","195","0.01605197135359049","0.01605197135359049","0.01605197135359049","195","195","195","0.02872261218726635","0.02872261218726635","0.02872261218726635","195","195","195","0.06040947884321213","0.06040947884321213","0.06040947884321213","195","195","195","0.02334106620401144","0.02334106620401144","0.02334106620401144","6550","6550","6550"
"6650","0.03441677242517471","0.03441677242517471","0.03441677242517471","196","196","196","0.01654796116054058","0.01654796116054058","0.01654796116054058","196","196","196","0.03759289998561144","0.03759289998561144","0.03759289998561144","196","196","196","0.06869806163012981","0.06869806163012981","0.06869806163012981","196","196","196","0.02419646829366684","0.02419646829366684","0.02419646829366684","6600","6600","6600"
"6700","0.03991955518722534","0.03991955518722534","0.03991955518722534","197","197","197","0.01621582917869091","0.01621582917869091","0.01621582917869091","197","197","197","0.03569758217781782","0.03569758217781782","0.03569758217781782","197","197","197","0.07858758047223091","0.07858758047223091","0.07858758047223091","197","197","197","0.022587303537875414","0.022587303537875414","0.022587303537875414","6650","6650","6650"
"6750","0.03483283147215843","0.03483283147215843","0.03483283147215843","198","198","198","0.01415847148746252","0.01415847148746252","0.01415847148746252","198","198","198","0.03661768604069948","0.03661768604069948","0.03661768604069948","198","198","198","0.0697211567312479","0.0697211567312479","0.0697211567312479","198","198","198","0.01925044786185026","0.01925044786185026","0.01925044786185026","6701","6701","6701"
"6800","0.038816019892692566","0.038816019892692566","0.038816019892692566","199","199","199","0.015917127020657063","0.015917127020657063","0.015917127020657063","199","199","199","0.03448362369090319","0.03448362369090319","0.03448362369090319","199","199","199","0.07176069170236588","0.07176069170236588","0.07176069170236588","199","199","199","0.0248389202170074","0.0248389202170074","0.0248389202170074","6750","6750","6750"
"6850","0.037723109126091","0.037723109126091","0.037723109126091","200","200","200","0.014599245972931385","0.014599245972931385","0.014599245972931385","200","200","200","0.033488321118056774","0.033488321118056774","0.033488321118056774","200","200","200","0.07314348593354225","0.07314348593354225","0.07314348593354225","200","200","200","0.025994985830038786","0.025994985830038786","0.025994985830038786","6800","6800","6800"
"6900","0.042122263461351395","0.042122263461351395","0.042122263461351395","201","201","201","0.014946545474231243","0.014946545474231243","0.014946545474231243","201","201","201","0.037028499878942966","0.037028499878942966","0.037028499878942966","201","201","201","0.07493682391941547","0.07493682391941547","0.07493682391941547","201","201","201","0.01883843564428389","0.01883843564428389","0.01883843564428389","6850","6850","6850"
"6950","0.039888063445687294","0.039888063445687294","0.039888063445687294","202","202","202","0.016521873883903027","0.016521873883903027","0.016521873883903027","202","202","202","0.03357252525165677","0.03357252525165677","0.03357252525165677","202","202","202","0.06981901079416275","0.06981901079416275","0.06981901079416275","202","202","202","0.02171780401840806","0.02171780401840806","0.02171780401840806","6900","6900","6900"
"7000","0.03542637266218662","0.03542637266218662","0.03542637266218662","203","203","203","0.016041608527302742","0.016041608527302742","0.016041608527302742","203","203","203","0.04221977526322007","0.04221977526322007","0.04221977526322007","203","203","203","0.0710335448384285","0.0710335448384285","0.0710335448384285","203","203","203","0.02369928639382124","0.02369928639382124","0.02369928639382124","6951","6951","6951"
"7050","","","","","","","","","","","","","0.03512165043503046","0.03512165043503046","0.03512165043503046","204","204","204","","","","","","","0.020678296219557524","0.020678296219557524","0.020678296219557524","7000","7000","7000"
"7100","","","","","","","","","","","","","0.03979858662933111","0.03979858662933111","0.03979858662933111","205","205","205","","","","","","","","","","","",""
"7150","","","","","","","","","","","","","0.037106143310666084","0.037106143310666084","0.037106143310666084","206","206","206","","","","","","","","","","","",""
"7200","","","","","","","","","","","","","0.03693025931715965","0.03693025931715965","0.03693025931715965","207","207","207","","","","","","","","","","","",""
"7250","","","","","","","","","","","","","0.04217651207000017","0.04217651207000017","0.04217651207000017","208","208","208","","","","","","","","","","","",""
